storeName,openingHours,storeType,products
CabinCafe,11:00 AM - 7:00 PM,Electronics store,"[""travel adapters"",""magazines"",""portable chargers"",""postcards"",""umbrellas"",""snacks""]"
FlightFare,10:00 AM - 6:00 PM,Bookstore,"[""hand sanitizers"",""earphones"",""luggage tags"",""travel guides"",""travel pillows"",""travel adapters""]"
CockpitCorner,10:30 AM - 6:30 PM,Clothing boutique,"[""travel pillows"",""travel adapters"",""books""]"
JetwayJunction,8:30 AM - 4:30 PM,Spa,"[""travel-sized toiletries"",""luggage tags"",""travel adapters"",""postcards"",""travel pillows""]"
CloudCafe,10:00 AM - 6:00 PM,Clothing boutique,"[""travel guides"",""luggage tags"",""sunglasses"",""umbrellas""]"
SkyportShop,9:30 AM - 5:30 PM,Gift shop,"[""earphones"",""umbrellas"",""snacks"",""postcards""]"
FlightFare,10:30 AM - 6:30 PM,Duty-free shop,"[""snacks"",""sunglasses"",""hand sanitizers"",""umbrellas"",""magazines"",""water bottles""]"
FlyByShop,10:30 AM - 6:30 PM,Duty-free shop,"[""hand sanitizers"",""luggage tags"",""books"",""portable chargers"",""water bottles"",""travel pillows""]"
AeroAlley,8:00 AM - 4:00 PM,Coffee shop,"[""hand sanitizers"",""water bottles"",""postcards"",""sunglasses"",""travel pillows"",""portable chargers""]"
RunwaySnack,10:30 AM - 6:30 PM,Bookstore,"[""snacks"",""travel-sized toiletries"",""travel pillows"",""magazines"",""travel guides""]"
CloudCafe,1:00 PM - 9:00 PM,Duty-free shop,"[""snacks"",""travel-sized toiletries"",""travel guides""]"
SkyportShop,8:00 AM - 4:00 PM,Bookstore,"[""luggage tags"",""travel adapters"",""sunglasses"",""umbrellas"",""travel-sized toiletries"",""snacks""]"
FlyByShop,10:30 AM - 6:30 PM,Clothing boutique,"[""umbrellas"",""magazines"",""hand sanitizers"",""travel adapters"",""luggage tags""]"
RunwayRetail,9:00 AM - 5:00 PM,Electronics store,"[""travel-sized toiletries"",""hand sanitizers"",""books"",""travel adapters""]"
RunwaySnack,10:00 AM - 6:00 PM,Spa,"[""luggage tags"",""travel pillows"",""sunglasses"",""travel-sized toiletries"",""postcards"",""magazines""]"
AirfieldAisle,8:00 AM - 4:00 PM,Fast food restaurant,"[""portable chargers"",""water bottles"",""earphones"",""postcards""]"
PilotPickings,7:00 AM - 3:00 PM,Electronics store,"[""magazines"",""sunglasses"",""portable chargers"",""travel pillows""]"
FlightFare,11:00 AM - 7:00 PM,Bookstore,"[""postcards"",""umbrellas"",""portable chargers"",""travel pillows""]"
AirfieldAisle,8:30 AM - 4:30 PM,Gift shop,"[""earphones"",""travel guides"",""portable chargers"",""books"",""hand sanitizers"",""travel pillows""]"
AirfieldAisle,7:00 AM - 3:00 PM,Spa,"[""travel-sized toiletries"",""books"",""travel adapters"",""postcards""]"
WingMart,9:00 AM - 5:00 PM,Coffee shop,"[""hand sanitizers"",""magazines"",""water bottles"",""travel pillows""]"
FlightFare,7:00 AM - 3:00 PM,Duty-free shop,"[""water bottles"",""umbrellas"",""sunglasses"",""luggage tags""]"
CockpitCorner,12:00 PM - 8:00 PM,Clothing boutique,"[""travel adapters"",""sunglasses"",""snacks"",""travel pillows"",""hand sanitizers"",""books""]"
SkyLounge,10:00 AM - 6:00 PM,Fast food restaurant,"[""hand sanitizers"",""portable chargers"",""earphones"",""travel guides"",""magazines""]"
SkyLounge,10:00 AM - 6:00 PM,Gift shop,"[""portable chargers"",""travel adapters"",""earphones"",""umbrellas"",""travel guides""]"
TarmacTreats,8:30 AM - 4:30 PM,Duty-free shop,"[""travel adapters"",""portable chargers"",""umbrellas"",""water bottles"",""sunglasses"",""postcards""]"
SkyLounge,8:30 AM - 4:30 PM,Coffee shop,"[""travel adapters"",""umbrellas"",""magazines"",""sunglasses"",""postcards""]"
TerminalTreats,8:00 AM - 4:00 PM,Duty-free shop,"[""travel guides"",""snacks"",""earphones"",""sunglasses"",""travel adapters"",""umbrellas""]"
GateGoods,9:30 AM - 5:30 PM,Coffee shop,"[""magazines"",""water bottles"",""snacks""]"
FlyByShop,9:30 AM - 5:30 PM,Coffee shop,"[""travel-sized toiletries"",""umbrellas"",""books""]"
HangarHut,12:00 PM - 8:00 PM,Fast food restaurant,"[""earphones"",""travel adapters"",""hand sanitizers"",""magazines"",""luggage tags"",""books""]"
HangarHut,7:00 AM - 3:00 PM,Spa,"[""books"",""postcards"",""travel pillows"",""snacks""]"
AviatorAvenue,7:00 AM - 3:00 PM,Clothing boutique,"[""books"",""luggage tags"",""travel pillows"",""portable chargers""]"
CockpitCorner,9:30 AM - 5:30 PM,Coffee shop,"[""travel adapters"",""luggage tags"",""sunglasses""]"
PilotPickings,8:00 AM - 4:00 PM,Electronics store,"[""magazines"",""portable chargers"",""sunglasses"",""books"",""earphones"",""luggage tags""]"
FlyByShop,7:00 AM - 3:00 PM,Duty-free shop,"[""travel adapters"",""travel pillows"",""luggage tags"",""water bottles"",""travel guides"",""portable chargers""]"
AirfieldAisle,7:00 AM - 3:00 PM,Electronics store,"[""travel adapters"",""travel guides"",""water bottles"",""hand sanitizers"",""magazines""]"
FlightFare,1:00 PM - 9:00 PM,Spa,"[""hand sanitizers"",""travel guides"",""travel pillows"",""umbrellas"",""snacks""]"
TerminalTreats,9:30 AM - 5:30 PM,Spa,"[""travel pillows"",""books"",""sunglasses"",""travel-sized toiletries"",""water bottles""]"
TarmacTreats,8:00 AM - 4:00 PM,Clothing boutique,"[""sunglasses"",""postcards"",""luggage tags""]"
AviationAvenue,9:00 AM - 5:00 PM,Bookstore,"[""water bottles"",""magazines"",""hand sanitizers"",""luggage tags""]"
FlyByShop,10:00 AM - 6:00 PM,Electronics store,"[""travel pillows"",""umbrellas"",""portable chargers"",""travel-sized toiletries"",""luggage tags"",""magazines""]"
AirsideBites,10:00 AM - 6:00 PM,Electronics store,"[""books"",""travel adapters"",""water bottles"",""luggage tags"",""magazines"",""postcards""]"
AirfieldAisle,8:00 AM - 4:00 PM,Clothing boutique,"[""sunglasses"",""portable chargers"",""hand sanitizers""]"
FlightFare,11:00 AM - 7:00 PM,Bookstore,"[""travel-sized toiletries"",""sunglasses"",""postcards""]"
JetStop,1:00 PM - 9:00 PM,Fast food restaurant,"[""magazines"",""umbrellas"",""books""]"
JetwayJunction,10:30 AM - 6:30 PM,Fast food restaurant,"[""sunglasses"",""snacks"",""travel pillows"",""portable chargers"",""hand sanitizers"",""magazines""]"
AeroAlley,8:00 AM - 4:00 PM,Clothing boutique,"[""travel adapters"",""travel guides"",""travel-sized toiletries"",""umbrellas"",""snacks"",""magazines""]"
JetStop,8:00 AM - 4:00 PM,Clothing boutique,"[""hand sanitizers"",""travel pillows"",""magazines"",""earphones""]"
AviationAvenue,11:00 AM - 7:00 PM,Bookstore,"[""magazines"",""luggage tags"",""earphones""]"
GateGoods,10:30 AM - 6:30 PM,Gift shop,"[""travel adapters"",""postcards"",""travel-sized toiletries"",""portable chargers""]"
TerminalTreats,1:00 PM - 9:00 PM,Clothing boutique,"[""umbrellas"",""luggage tags"",""water bottles""]"
RunwaySnack,10:30 AM - 6:30 PM,Duty-free shop,"[""water bottles"",""luggage tags"",""travel adapters"",""travel-sized toiletries""]"
AirsideBites,12:00 PM - 8:00 PM,Bookstore,"[""postcards"",""snacks"",""books""]"
TerminalTreats,8:30 AM - 4:30 PM,Coffee shop,"[""travel-sized toiletries"",""books"",""travel adapters"",""travel pillows"",""travel guides"",""luggage tags""]"
SkyLounge,9:00 AM - 5:00 PM,Electronics store,"[""books"",""earphones"",""portable chargers"",""sunglasses"",""travel-sized toiletries"",""umbrellas""]"
PilotPickings,10:30 AM - 6:30 PM,Electronics store,"[""books"",""hand sanitizers"",""earphones"",""water bottles"",""travel guides"",""travel adapters""]"
WingMart,7:00 AM - 3:00 PM,Spa,"[""water bottles"",""travel-sized toiletries"",""sunglasses"",""hand sanitizers"",""portable chargers""]"
AviationAvenue,1:00 PM - 9:00 PM,Clothing boutique,"[""earphones"",""snacks"",""portable chargers"",""travel guides"",""sunglasses"",""travel adapters""]"
WingMart,10:00 AM - 6:00 PM,Coffee shop,"[""travel adapters"",""sunglasses"",""umbrellas""]"
TerminalTreats,11:00 AM - 7:00 PM,Coffee shop,"[""travel pillows"",""hand sanitizers"",""magazines"",""earphones""]"
JetStop,11:00 AM - 7:00 PM,Gift shop,"[""books"",""travel-sized toiletries"",""travel adapters""]"
PilotPickings,10:30 AM - 6:30 PM,Gift shop,"[""travel pillows"",""luggage tags"",""magazines"",""books""]"
AeroAlley,10:00 AM - 6:00 PM,Fast food restaurant,"[""portable chargers"",""travel-sized toiletries"",""books"",""sunglasses"",""luggage tags""]"
SkyLounge,10:00 AM - 6:00 PM,Gift shop,"[""earphones"",""hand sanitizers"",""travel-sized toiletries"",""books""]"
HangarHut,1:00 PM - 9:00 PM,Duty-free shop,"[""water bottles"",""portable chargers"",""books"",""umbrellas""]"
AeroAlley,9:30 AM - 5:30 PM,Duty-free shop,"[""portable chargers"",""hand sanitizers"",""snacks""]"
AirsideBites,8:30 AM - 4:30 PM,Coffee shop,"[""travel guides"",""water bottles"",""luggage tags"",""travel pillows"",""travel adapters"",""travel-sized toiletries""]"
RunwayRetail,11:00 AM - 7:00 PM,Spa,"[""travel pillows"",""sunglasses"",""umbrellas"",""travel-sized toiletries""]"
SkywaySundries,9:30 AM - 5:30 PM,Coffee shop,"[""earphones"",""water bottles"",""luggage tags"",""books""]"
RunwayRetail,11:00 AM - 7:00 PM,Fast food restaurant,"[""luggage tags"",""travel-sized toiletries"",""travel guides"",""books""]"
FlightFare,10:30 AM - 6:30 PM,Fast food restaurant,"[""water bottles"",""travel guides"",""hand sanitizers"",""travel-sized toiletries"",""travel adapters""]"
AirsideBites,8:00 AM - 4:00 PM,Spa,"[""travel-sized toiletries"",""sunglasses"",""travel pillows"",""luggage tags"",""umbrellas"",""magazines""]"
CabinCafe,9:00 AM - 5:00 PM,Spa,"[""earphones"",""magazines"",""luggage tags"",""books"",""hand sanitizers""]"
RunwayRetail,10:00 AM - 6:00 PM,Spa,"[""earphones"",""portable chargers"",""travel adapters"",""travel pillows"",""luggage tags"",""travel-sized toiletries""]"
AirfieldAisle,10:00 AM - 6:00 PM,Clothing boutique,"[""travel pillows"",""books"",""sunglasses"",""travel adapters""]"
JetStop,12:00 PM - 8:00 PM,Fast food restaurant,"[""travel pillows"",""sunglasses"",""portable chargers"",""books""]"
PropellerPantry,8:00 AM - 4:00 PM,Fast food restaurant,"[""hand sanitizers"",""luggage tags"",""travel-sized toiletries"",""postcards""]"
AirfieldAisle,9:00 AM - 5:00 PM,Electronics store,"[""magazines"",""luggage tags"",""travel-sized toiletries"",""books"",""travel guides"",""umbrellas""]"
SkywaySundries,11:00 AM - 7:00 PM,Electronics store,"[""books"",""water bottles"",""luggage tags"",""travel-sized toiletries"",""hand sanitizers""]"
SkyLounge,11:00 AM - 7:00 PM,Fast food restaurant,"[""portable chargers"",""magazines"",""water bottles""]"
PropellerPantry,1:00 PM - 9:00 PM,Gift shop,"[""books"",""travel guides"",""travel adapters"",""travel-sized toiletries"",""sunglasses"",""water bottles""]"
SkyportShop,8:30 AM - 4:30 PM,Gift shop,"[""umbrellas"",""travel adapters"",""portable chargers"",""postcards"",""travel guides""]"
AeroAlley,10:30 AM - 6:30 PM,Spa,"[""travel-sized toiletries"",""travel guides"",""travel pillows"",""sunglasses"",""postcards"",""travel adapters""]"
CloudCafe,10:30 AM - 6:30 PM,Spa,"[""portable chargers"",""hand sanitizers"",""luggage tags"",""snacks""]"
TarmacTreats,8:00 AM - 4:00 PM,Electronics store,"[""travel pillows"",""travel adapters"",""luggage tags"",""travel guides"",""books""]"
TarmacTreats,10:00 AM - 6:00 PM,Electronics store,"[""travel guides"",""postcards"",""travel adapters"",""sunglasses""]"
SkywaySundries,8:30 AM - 4:30 PM,Gift shop,"[""travel guides"",""umbrellas"",""magazines"",""sunglasses"",""luggage tags""]"
PilotPickings,11:00 AM - 7:00 PM,Electronics store,"[""water bottles"",""portable chargers"",""travel adapters"",""luggage tags""]"
WingMart,9:30 AM - 5:30 PM,Gift shop,"[""postcards"",""travel guides"",""umbrellas"",""earphones"",""hand sanitizers""]"
HangarHut,10:00 AM - 6:00 PM,Electronics store,"[""books"",""water bottles"",""portable chargers""]"
GateGoods,7:00 AM - 3:00 PM,Coffee shop,"[""hand sanitizers"",""water bottles"",""postcards""]"
TerminalTreats,9:00 AM - 5:00 PM,Coffee shop,"[""travel guides"",""earphones"",""travel-sized toiletries"",""umbrellas"",""travel pillows"",""travel adapters""]"
FlyByShop,12:00 PM - 8:00 PM,Electronics store,"[""sunglasses"",""books"",""travel guides"",""water bottles"",""umbrellas"",""earphones""]"
AviatorAvenue,8:30 AM - 4:30 PM,Bookstore,"[""earphones"",""luggage tags"",""books"",""sunglasses"",""water bottles""]"
RunwaySnack,10:00 AM - 6:00 PM,Bookstore,"[""travel adapters"",""umbrellas"",""postcards"",""travel-sized toiletries"",""books""]"
GateGoods,9:00 AM - 5:00 PM,Clothing boutique,"[""travel-sized toiletries"",""portable chargers"",""books"",""luggage tags""]"
SkywaySundries,10:30 AM - 6:30 PM,Clothing boutique,"[""travel adapters"",""water bottles"",""books""]"
RunwaySnack,9:30 AM - 5:30 PM,Spa,"[""hand sanitizers"",""water bottles"",""travel pillows"",""snacks"",""travel adapters"",""sunglasses""]"
AeroAlley,7:00 AM - 3:00 PM,Coffee shop,"[""postcards"",""books"",""travel guides""]"
SkyMart,10:00 AM - 6:00 PM,Electronics store,"[""luggage tags"",""travel guides"",""umbrellas""]"
PilotPickings,11:00 AM - 7:00 PM,Bookstore,"[""postcards"",""travel guides"",""travel-sized toiletries"",""earphones""]"
SkywaySundries,1:00 PM - 9:00 PM,Fast food restaurant,"[""water bottles"",""travel adapters"",""travel guides"",""magazines"",""sunglasses""]"
TarmacTreats,8:00 AM - 4:00 PM,Fast food restaurant,"[""postcards"",""travel-sized toiletries"",""snacks""]"
RunwayRetail,9:30 AM - 5:30 PM,Spa,"[""travel pillows"",""books"",""luggage tags""]"
JetwayJunction,9:00 AM - 5:00 PM,Fast food restaurant,"[""books"",""portable chargers"",""umbrellas"",""snacks"",""postcards"",""hand sanitizers""]"
TerminalTreats,8:30 AM - 4:30 PM,Clothing boutique,"[""hand sanitizers"",""travel-sized toiletries"",""postcards"",""travel pillows"",""portable chargers"",""snacks""]"
HangarHut,10:30 AM - 6:30 PM,Duty-free shop,"[""hand sanitizers"",""travel pillows"",""water bottles""]"
HangarHut,11:00 AM - 7:00 PM,Clothing boutique,"[""earphones"",""luggage tags"",""hand sanitizers""]"
CabinCafe,7:00 AM - 3:00 PM,Coffee shop,"[""sunglasses"",""magazines"",""postcards"",""umbrellas""]"
TarmacTreats,11:00 AM - 7:00 PM,Gift shop,"[""snacks"",""postcards"",""water bottles"",""earphones"",""travel adapters"",""hand sanitizers""]"
SkyMart,11:00 AM - 7:00 PM,Electronics store,"[""books"",""snacks"",""luggage tags""]"
JetStop,8:00 AM - 4:00 PM,Bookstore,"[""earphones"",""portable chargers"",""snacks"",""travel guides""]"
PilotPickings,12:00 PM - 8:00 PM,Coffee shop,"[""luggage tags"",""water bottles"",""postcards"",""magazines"",""travel adapters""]"
HangarHut,8:00 AM - 4:00 PM,Clothing boutique,"[""books"",""snacks"",""portable chargers"",""travel guides""]"
HangarHut,9:00 AM - 5:00 PM,Spa,"[""water bottles"",""books"",""umbrellas"",""hand sanitizers""]"
CabinCafe,1:00 PM - 9:00 PM,Fast food restaurant,"[""snacks"",""luggage tags"",""hand sanitizers"",""umbrellas""]"
JetwayJunction,10:00 AM - 6:00 PM,Bookstore,"[""books"",""travel adapters"",""travel pillows""]"
FlightFare,8:00 AM - 4:00 PM,Bookstore,"[""postcards"",""earphones"",""hand sanitizers"",""portable chargers"",""travel-sized toiletries"",""travel guides""]"
GateGoods,9:30 AM - 5:30 PM,Gift shop,"[""magazines"",""portable chargers"",""water bottles"",""hand sanitizers"",""postcards""]"
PilotPickings,1:00 PM - 9:00 PM,Coffee shop,"[""travel-sized toiletries"",""sunglasses"",""travel adapters"",""magazines"",""portable chargers""]"
TarmacTreats,12:00 PM - 8:00 PM,Clothing boutique,"[""travel-sized toiletries"",""hand sanitizers"",""luggage tags"",""travel adapters"",""water bottles"",""books""]"
TarmacTreats,8:30 AM - 4:30 PM,Gift shop,"[""earphones"",""travel adapters"",""snacks""]"
FlightFare,8:00 AM - 4:00 PM,Fast food restaurant,"[""earphones"",""hand sanitizers"",""umbrellas"",""portable chargers"",""magazines"",""travel-sized toiletries""]"
SkyLounge,10:30 AM - 6:30 PM,Gift shop,"[""travel pillows"",""umbrellas"",""luggage tags"",""earphones""]"
FlyByShop,12:00 PM - 8:00 PM,Duty-free shop,"[""portable chargers"",""earphones"",""magazines"",""postcards"",""travel guides""]"
RunwaySnack,8:30 AM - 4:30 PM,Bookstore,"[""travel-sized toiletries"",""umbrellas"",""earphones"",""books""]"
CloudCafe,8:00 AM - 4:00 PM,Fast food restaurant,"[""magazines"",""travel adapters"",""luggage tags"",""travel guides"",""hand sanitizers""]"
AviatorAvenue,9:30 AM - 5:30 PM,Spa,"[""magazines"",""luggage tags"",""books""]"
FlyByShop,8:00 AM - 4:00 PM,Electronics store,"[""luggage tags"",""umbrellas"",""water bottles"",""travel guides"",""hand sanitizers""]"
JetwayJunction,10:00 AM - 6:00 PM,Fast food restaurant,"[""magazines"",""books"",""travel-sized toiletries""]"
FlightFare,7:00 AM - 3:00 PM,Bookstore,"[""postcards"",""magazines"",""luggage tags"",""umbrellas""]"
AviationAvenue,8:00 AM - 4:00 PM,Coffee shop,"[""travel-sized toiletries"",""travel adapters"",""snacks""]"
RunwaySnack,8:30 AM - 4:30 PM,Fast food restaurant,"[""magazines"",""portable chargers"",""sunglasses"",""hand sanitizers"",""umbrellas"",""earphones""]"
PilotPickings,8:30 AM - 4:30 PM,Fast food restaurant,"[""umbrellas"",""magazines"",""luggage tags"",""books"",""earphones"",""snacks""]"
SkywaySundries,9:00 AM - 5:00 PM,Spa,"[""earphones"",""travel-sized toiletries"",""portable chargers"",""travel guides"",""magazines""]"
WingMart,10:30 AM - 6:30 PM,Bookstore,"[""sunglasses"",""travel-sized toiletries"",""travel adapters"",""books""]"
SkyportShop,8:30 AM - 4:30 PM,Spa,"[""travel-sized toiletries"",""portable chargers"",""travel pillows"",""postcards"",""earphones""]"
TerminalTreats,12:00 PM - 8:00 PM,Coffee shop,"[""magazines"",""sunglasses"",""umbrellas"",""travel adapters"",""earphones""]"
CockpitCorner,1:00 PM - 9:00 PM,Fast food restaurant,"[""hand sanitizers"",""postcards"",""travel adapters"",""snacks"",""water bottles"",""earphones""]"
PilotPickings,7:00 AM - 3:00 PM,Coffee shop,"[""luggage tags"",""magazines"",""umbrellas"",""books""]"
AirsideBites,11:00 AM - 7:00 PM,Duty-free shop,"[""earphones"",""sunglasses"",""books"",""umbrellas""]"
JetStop,10:00 AM - 6:00 PM,Electronics store,"[""postcards"",""umbrellas"",""travel pillows"",""magazines""]"
PilotPickings,9:00 AM - 5:00 PM,Clothing boutique,"[""luggage tags"",""travel adapters"",""postcards"",""travel-sized toiletries"",""portable chargers"",""snacks""]"
PropellerPantry,8:30 AM - 4:30 PM,Fast food restaurant,"[""travel pillows"",""luggage tags"",""postcards""]"
AirsideBites,11:00 AM - 7:00 PM,Fast food restaurant,"[""travel pillows"",""travel adapters"",""magazines""]"
HangarHut,9:00 AM - 5:00 PM,Bookstore,"[""snacks"",""travel adapters"",""travel guides"",""sunglasses"",""travel-sized toiletries"",""hand sanitizers""]"
PropellerPantry,1:00 PM - 9:00 PM,Duty-free shop,"[""travel guides"",""travel pillows"",""travel-sized toiletries"",""umbrellas"",""portable chargers"",""postcards""]"
AviationAvenue,8:00 AM - 4:00 PM,Clothing boutique,"[""portable chargers"",""travel adapters"",""travel guides"",""travel-sized toiletries"",""water bottles""]"
SkyportShop,11:00 AM - 7:00 PM,Duty-free shop,"[""snacks"",""travel guides"",""travel-sized toiletries"",""water bottles""]"
TarmacTreats,8:30 AM - 4:30 PM,Clothing boutique,"[""travel-sized toiletries"",""water bottles"",""snacks"",""sunglasses""]"
CabinCafe,9:30 AM - 5:30 PM,Gift shop,"[""water bottles"",""portable chargers"",""umbrellas""]"
GateGoods,1:00 PM - 9:00 PM,Duty-free shop,"[""travel-sized toiletries"",""luggage tags"",""water bottles"",""sunglasses"",""books"",""travel guides""]"
SkyportShop,1:00 PM - 9:00 PM,Clothing boutique,"[""books"",""magazines"",""postcards""]"
CloudCafe,7:00 AM - 3:00 PM,Spa,"[""luggage tags"",""books"",""snacks"",""water bottles""]"
SkywaySundries,9:30 AM - 5:30 PM,Gift shop,"[""sunglasses"",""travel guides"",""snacks"",""portable chargers"",""hand sanitizers"",""earphones""]"
SkyMart,10:00 AM - 6:00 PM,Gift shop,"[""umbrellas"",""magazines"",""water bottles"",""snacks""]"
SkywaySundries,7:00 AM - 3:00 PM,Clothing boutique,"[""travel adapters"",""sunglasses"",""books"",""hand sanitizers"",""magazines""]"
HangarHut,7:00 AM - 3:00 PM,Duty-free shop,"[""water bottles"",""travel-sized toiletries"",""portable chargers"",""travel guides"",""sunglasses""]"
PilotPickings,8:30 AM - 4:30 PM,Bookstore,"[""water bottles"",""snacks"",""books"",""luggage tags""]"
AviationAvenue,10:30 AM - 6:30 PM,Fast food restaurant,"[""umbrellas"",""luggage tags"",""travel pillows"",""hand sanitizers"",""travel-sized toiletries"",""sunglasses""]"
RunwayRetail,8:30 AM - 4:30 PM,Fast food restaurant,"[""portable chargers"",""luggage tags"",""travel adapters""]"
WingMart,8:30 AM - 4:30 PM,Clothing boutique,"[""hand sanitizers"",""snacks"",""umbrellas"",""water bottles"",""portable chargers"",""luggage tags""]"
SkyLounge,9:30 AM - 5:30 PM,Clothing boutique,"[""books"",""postcards"",""luggage tags"",""earphones""]"
RunwaySnack,8:30 AM - 4:30 PM,Gift shop,"[""postcards"",""hand sanitizers"",""sunglasses"",""travel-sized toiletries""]"
AeroAlley,7:00 AM - 3:00 PM,Spa,"[""earphones"",""portable chargers"",""travel guides"",""umbrellas""]"
